Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
22/12/2025,16:15,4,cancelada,cena,app,Cliente 18573
05/02/2025,20:15,5,no_show,cena,app,Cliente 18574
16/02/2025,23:00,6,cancelada,cena,web,Cliente 18575
13/04/2026,22:15,7,completada,cena,telefono,Cliente 18576
17/02/2025,23:30,6,completada,cena,app,Cliente 18577
13/01/2026,22:45,2,completada,comida,app,Cliente 18578
03/11/2025,15:30,6,completada,comida,app,Cliente 18579
28/07/2025,14:30,3,no_show,cena,walkin,Cliente 18580
25/07/2025,17:45,2,confirmada,cena,walkin,Cliente 18581
22/01/2026,17:30,6,confirmada,comida,telefono,Cliente 18582
24/04/2025,20:45,8,cancelada,cena,app,Cliente 18583
13/01/2026,21:15,4,cancelada,cena,app,Cliente 18584
30/09/2025,18:15,2,cancelada,cena,app,Cliente 18585
13/03/2026,21:00,3,confirmada,comida,telefono,Cliente 18586
07/12/2025,19:30,4,cancelada,comida,app,Cliente 18587
14/11/2025,21:15,8,cancelada,comida,telefono,Cliente 18588
02/02/2026,22:30,4,confirmada,cena,telefono,Cliente 18589
17/05/2025,13:30,6,cancelada,comida,web,Cliente 18590
30/06/2026,21:00,7,no_show,cena,walkin,Cliente 18591
18/02/2026,13:15,2,confirmada,comida,walkin,Cliente 18592
17/10/2025,17:45,8,completada,cena,walkin,Cliente 18593
31/01/2025,17:45,6,no_show,cena,web,Cliente 18594
29/04/2025,20:30,2,confirmada,cena,telefono,Cliente 18595
06/08/2025,19:45,6,cancelada,comida,app,Cliente 18596
26/06/2025,17:30,4,confirmada,cena,telefono,Cliente 18597
13/02/2025,20:30,5,completada,cena,walkin,Cliente 18598
12/02/2026,19:45,7,confirmada,comida,app,Cliente 18599
12/07/2025,14:15,8,cancelada,cena,walkin,Cliente 18600
21/06/2026,20:15,8,cancelada,cena,app,Cliente 18601
15/08/2025,20:45,5,cancelada,comida,web,Cliente 18602
16/06/2025,22:15,8,completada,comida,walkin,Cliente 18603
31/12/2025,18:15,8,cancelada,cena,telefono,Cliente 18604
03/06/2026,16:15,5,no_show,cena,telefono,Cliente 18605
23/04/2026,21:45,8,no_show,comida,app,Cliente 18606
05/05/2025,17:15,1,completada,cena,app,Cliente 18607
17/07/2025,21:45,4,confirmada,comida,telefono,Cliente 18608
07/09/2025,13:30,8,no_show,cena,app,Cliente 18609
18/07/2025,15:45,6,confirmada,cena,web,Cliente 18610
26/06/2025,16:00,3,confirmada,cena,telefono,Cliente 18611
12/10/2025,22:30,1,no_show,comida,web,Cliente 18612
05/01/2025,17:00,4,no_show,cena,app,Cliente 18613
12/04/2026,16:15,1,confirmada,comida,telefono,Cliente 18614
06/04/2025,23:30,3,cancelada,cena,telefono,Cliente 18615
19/01/2026,16:30,8,cancelada,comida,web,Cliente 18616
18/07/2025,17:30,6,no_show,cena,telefono,Cliente 18617
30/10/2025,22:30,3,cancelada,cena,walkin,Cliente 18618
17/02/2025,21:15,4,completada,comida,web,Cliente 18619
28/02/2026,15:30,6,no_show,comida,telefono,Cliente 18620
29/01/2025,14:45,1,confirmada,cena,app,Cliente 18621
23/04/2026,15:45,8,confirmada,cena,walkin,Cliente 18622
22/04/2026,22:30,2,completada,comida,web,Cliente 18623
15/11/2025,20:00,6,no_show,comida,telefono,Cliente 18624
09/04/2026,17:30,8,cancelada,cena,app,Cliente 18625
12/04/2025,20:15,6,cancelada,cena,walkin,Cliente 18626
23/02/2026,23:45,3,confirmada,comida,web,Cliente 18627
03/01/2026,14:00,5,cancelada,cena,walkin,Cliente 18628
04/05/2025,23:00,5,completada,comida,web,Cliente 18629
24/05/2026,21:45,6,no_show,cena,app,Cliente 18630
05/12/2025,22:15,1,no_show,cena,app,Cliente 18631
21/01/2025,18:15,4,no_show,cena,app,Cliente 18632
17/01/2025,14:45,3,completada,comida,walkin,Cliente 18633
23/09/2025,22:00,1,confirmada,comida,web,Cliente 18634
02/06/2026,23:00,5,completada,cena,web,Cliente 18635
06/10/2025,20:45,2,confirmada,cena,app,Cliente 18636
13/02/2025,19:15,1,no_show,comida,walkin,Cliente 18637
25/09/2025,19:45,1,confirmada,comida,web,Cliente 18638
23/09/2025,23:15,1,cancelada,comida,app,Cliente 18639
26/09/2025,22:30,1,completada,cena,walkin,Cliente 18640
12/04/2025,13:15,6,confirmada,cena,web,Cliente 18641
01/08/2025,22:00,1,cancelada,comida,web,Cliente 18642
12/07/2025,22:00,8,cancelada,comida,app,Cliente 18643
15/03/2026,22:45,6,cancelada,cena,app,Cliente 18644
20/08/2025,22:15,1,completada,cena,app,Cliente 18645
30/01/2025,18:45,2,cancelada,comida,walkin,Cliente 18646
07/12/2025,19:45,7,no_show,cena,walkin,Cliente 18647
05/02/2026,17:00,8,cancelada,cena,app,Cliente 18648
19/05/2025,14:30,4,confirmada,comida,walkin,Cliente 18649
12/05/2026,22:45,2,no_show,cena,telefono,Cliente 18650
10/01/2025,21:30,3,confirmada,comida,walkin,Cliente 18651
18/04/2026,19:15,3,no_show,comida,web,Cliente 18652
30/05/2025,21:30,4,no_show,cena,app,Cliente 18653
11/04/2026,21:30,4,completada,cena,web,Cliente 18654
07/07/2025,15:00,8,completada,comida,walkin,Cliente 18655
20/11/2025,22:00,2,no_show,comida,telefono,Cliente 18656
16/09/2025,22:15,8,no_show,comida,app,Cliente 18657
22/04/2026,14:45,3,confirmada,cena,app,Cliente 18658
24/06/2025,20:45,4,no_show,comida,app,Cliente 18659
24/07/2025,16:15,4,cancelada,cena,telefono,Cliente 18660
06/12/2025,13:45,6,confirmada,cena,web,Cliente 18661
20/01/2025,22:15,6,cancelada,cena,app,Cliente 18662
19/04/2025,21:00,6,confirmada,comida,telefono,Cliente 18663
19/09/2025,21:15,2,confirmada,cena,walkin,Cliente 18664
02/02/2026,15:30,5,cancelada,cena,app,Cliente 18665
10/11/2025,20:00,5,cancelada,cena,web,Cliente 18666
20/01/2025,16:30,3,confirmada,comida,app,Cliente 18667
03/05/2025,15:15,5,cancelada,cena,app,Cliente 18668
28/05/2026,14:30,2,completada,comida,web,Cliente 18669
28/12/2025,14:30,5,no_show,comida,telefono,Cliente 18670
30/04/2026,17:15,6,no_show,comida,telefono,Cliente 18671
23/02/2025,13:00,2,cancelada,comida,web,Cliente 18672
24/02/2026,23:45,6,cancelada,cena,telefono,Cliente 18673
26/05/2025,18:15,8,cancelada,cena,telefono,Cliente 18674
28/01/2025,21:45,8,completada,comida,app,Cliente 18675
22/03/2025,23:00,4,no_show,cena,app,Cliente 18676
24/02/2026,15:15,7,no_show,comida,web,Cliente 18677
16/01/2025,16:30,8,confirmada,cena,web,Cliente 18678
07/02/2026,22:45,1,cancelada,cena,web,Cliente 18679
16/04/2026,14:30,3,cancelada,cena,walkin,Cliente 18680
29/06/2026,17:00,4,confirmada,comida,web,Cliente 18681
10/05/2026,18:45,3,cancelada,comida,telefono,Cliente 18682
01/02/2025,14:15,3,cancelada,comida,walkin,Cliente 18683
30/05/2025,16:15,2,cancelada,cena,telefono,Cliente 18684
11/10/2025,14:15,5,no_show,cena,app,Cliente 18685
19/01/2025,22:15,7,cancelada,comida,telefono,Cliente 18686
18/12/2025,19:45,1,cancelada,comida,web,Cliente 18687
03/01/2026,13:00,1,cancelada,comida,app,Cliente 18688
15/08/2025,17:30,6,no_show,cena,telefono,Cliente 18689
25/02/2025,14:00,2,no_show,cena,app,Cliente 18690
15/08/2025,20:00,3,no_show,cena,web,Cliente 18691
19/08/2025,19:30,1,cancelada,cena,walkin,Cliente 18692
18/04/2026,15:00,6,no_show,comida,telefono,Cliente 18693
23/03/2026,13:45,4,confirmada,cena,app,Cliente 18694
19/07/2025,23:45,5,cancelada,cena,walkin,Cliente 18695
10/06/2025,22:45,6,cancelada,comida,web,Cliente 18696
02/03/2025,21:30,2,cancelada,comida,web,Cliente 18697
22/04/2025,19:30,3,confirmada,cena,telefono,Cliente 18698
29/09/2025,20:45,8,confirmada,comida,web,Cliente 18699
06/04/2026,13:00,6,confirmada,cena,app,Cliente 18700
31/10/2025,18:15,4,completada,comida,walkin,Cliente 18701
04/08/2025,23:30,4,no_show,cena,app,Cliente 18702
22/04/2026,13:45,5,confirmada,comida,walkin,Cliente 18703
17/02/2025,16:30,1,cancelada,comida,walkin,Cliente 18704
06/03/2025,15:00,1,confirmada,comida,app,Cliente 18705
05/06/2025,19:30,6,completada,comida,walkin,Cliente 18706
28/03/2026,13:30,5,no_show,comida,walkin,Cliente 18707
17/07/2025,22:45,8,no_show,cena,walkin,Cliente 18708
30/09/2025,20:00,8,cancelada,comida,telefono,Cliente 18709
05/04/2026,23:15,4,completada,cena,telefono,Cliente 18710
15/06/2025,20:45,1,cancelada,comida,telefono,Cliente 18711
07/04/2025,21:30,8,completada,cena,web,Cliente 18712
02/02/2026,18:00,6,completada,cena,walkin,Cliente 18713
03/05/2025,22:30,1,confirmada,cena,walkin,Cliente 18714
25/06/2025,19:30,2,completada,cena,web,Cliente 18715
01/10/2025,20:30,1,confirmada,cena,walkin,Cliente 18716
11/08/2025,21:15,1,completada,comida,telefono,Cliente 18717
10/11/2025,23:00,4,completada,cena,telefono,Cliente 18718
03/10/2025,13:00,2,confirmada,comida,walkin,Cliente 18719
15/09/2025,22:15,4,no_show,comida,web,Cliente 18720
02/11/2025,20:45,4,confirmada,cena,web,Cliente 18721
21/07/2025,21:45,2,no_show,comida,walkin,Cliente 18722
08/08/2025,13:30,5,cancelada,cena,telefono,Cliente 18723
01/12/2025,17:15,2,no_show,cena,app,Cliente 18724
28/06/2026,13:15,7,no_show,cena,walkin,Cliente 18725
08/01/2025,16:00,6,no_show,cena,app,Cliente 18726
24/05/2025,17:15,6,confirmada,cena,telefono,Cliente 18727
24/09/2025,16:15,3,confirmada,cena,web,Cliente 18728
19/10/2025,14:00,4,completada,comida,telefono,Cliente 18729
21/12/2025,22:15,8,confirmada,cena,app,Cliente 18730
06/12/2025,22:45,8,completada,comida,walkin,Cliente 18731
20/03/2026,16:15,2,cancelada,comida,app,Cliente 18732
01/06/2025,23:45,2,cancelada,comida,telefono,Cliente 18733
02/02/2025,13:00,5,no_show,comida,walkin,Cliente 18734
14/04/2025,13:45,1,confirmada,cena,web,Cliente 18735
23/09/2025,13:15,2,completada,cena,web,Cliente 18736
19/05/2026,17:45,1,confirmada,comida,walkin,Cliente 18737
11/10/2025,14:45,3,confirmada,cena,app,Cliente 18738
27/08/2025,15:45,3,no_show,comida,walkin,Cliente 18739
13/12/2025,17:00,4,completada,comida,walkin,Cliente 18740
12/09/2025,13:45,3,confirmada,comida,web,Cliente 18741
03/05/2025,19:45,6,no_show,comida,walkin,Cliente 18742
24/03/2026,15:30,4,no_show,cena,telefono,Cliente 18743
23/02/2026,19:30,4,completada,comida,web,Cliente 18744
17/10/2025,15:00,4,no_show,cena,app,Cliente 18745
09/08/2025,15:30,4,confirmada,comida,telefono,Cliente 18746
01/05/2026,23:15,7,no_show,cena,web,Cliente 18747
04/06/2025,19:00,3,completada,comida,walkin,Cliente 18748
17/11/2025,23:30,8,cancelada,comida,walkin,Cliente 18749
11/05/2025,15:30,2,cancelada,comida,walkin,Cliente 18750
16/02/2026,23:15,8,completada,cena,web,Cliente 18751
23/03/2025,13:00,6,no_show,cena,telefono,Cliente 18752
27/02/2025,13:15,5,completada,comida,telefono,Cliente 18753
02/04/2026,21:00,4,confirmada,comida,web,Cliente 18754
29/12/2025,19:30,8,cancelada,comida,telefono,Cliente 18755
11/07/2025,14:45,8,no_show,comida,web,Cliente 18756
04/07/2025,15:30,1,completada,comida,walkin,Cliente 18757
17/02/2025,20:00,7,completada,comida,web,Cliente 18758
14/04/2025,15:15,4,no_show,comida,web,Cliente 18759
13/03/2025,23:15,5,confirmada,cena,telefono,Cliente 18760
27/05/2025,18:45,5,cancelada,cena,web,Cliente 18761
21/08/2025,15:45,4,completada,cena,app,Cliente 18762
10/10/2025,23:30,6,completada,comida,telefono,Cliente 18763
20/06/2026,14:15,2,cancelada,cena,app,Cliente 18764
13/08/2025,15:00,4,confirmada,comida,app,Cliente 18765
24/06/2025,13:30,1,cancelada,cena,walkin,Cliente 18766
27/08/2025,22:45,7,no_show,cena,app,Cliente 18767
10/03/2026,20:30,3,cancelada,cena,web,Cliente 18768
07/06/2025,13:00,3,completada,cena,telefono,Cliente 18769
19/06/2025,13:30,5,cancelada,cena,web,Cliente 18770
09/11/2025,20:30,2,cancelada,cena,telefono,Cliente 18771
19/03/2026,21:45,7,confirmada,comida,web,Cliente 18772
25/04/2026,18:00,2,no_show,comida,web,Cliente 18773
29/06/2026,20:00,2,no_show,cena,web,Cliente 18774
18/02/2026,13:00,4,no_show,cena,walkin,Cliente 18775
02/04/2025,23:45,3,completada,comida,telefono,Cliente 18776
15/04/2026,22:45,6,no_show,comida,telefono,Cliente 18777
13/01/2026,23:00,8,cancelada,cena,web,Cliente 18778
17/02/2025,14:30,7,cancelada,comida,telefono,Cliente 18779
12/06/2026,17:30,7,completada,comida,web,Cliente 18780
11/11/2025,22:30,1,completada,cena,telefono,Cliente 18781
04/08/2025,15:15,1,completada,cena,app,Cliente 18782
26/05/2026,18:15,4,confirmada,cena,walkin,Cliente 18783
06/01/2025,19:00,3,confirmada,cena,walkin,Cliente 18784
27/08/2025,23:45,3,completada,cena,web,Cliente 18785
16/10/2025,16:30,7,no_show,comida,app,Cliente 18786
30/09/2025,18:15,3,completada,cena,web,Cliente 18787
29/09/2025,22:15,1,cancelada,cena,app,Cliente 18788
25/05/2026,16:30,1,no_show,comida,web,Cliente 18789
13/06/2025,20:15,7,confirmada,comida,web,Cliente 18790
05/07/2025,17:30,4,no_show,cena,walkin,Cliente 18791
01/09/2025,20:00,3,cancelada,cena,app,Cliente 18792
02/07/2025,16:30,5,cancelada,cena,web,Cliente 18793
19/04/2026,18:15,6,cancelada,cena,web,Cliente 18794
07/04/2026,21:30,7,completada,comida,telefono,Cliente 18795
14/05/2026,21:15,3,confirmada,comida,walkin,Cliente 18796
20/11/2025,19:30,7,confirmada,comida,walkin,Cliente 18797
18/07/2025,15:15,4,completada,comida,web,Cliente 18798
12/05/2025,21:00,3,no_show,cena,walkin,Cliente 18799
21/05/2026,18:30,3,cancelada,comida,walkin,Cliente 18800
06/03/2025,17:15,5,cancelada,comida,web,Cliente 18801
28/12/2025,14:45,7,cancelada,cena,app,Cliente 18802
12/02/2026,22:30,3,confirmada,cena,walkin,Cliente 18803
27/04/2026,17:45,4,confirmada,comida,telefono,Cliente 18804
11/05/2025,20:30,3,no_show,comida,telefono,Cliente 18805
06/12/2025,13:45,1,cancelada,cena,web,Cliente 18806
24/01/2026,14:00,1,cancelada,comida,walkin,Cliente 18807
09/02/2026,19:00,8,cancelada,comida,walkin,Cliente 18808
10/07/2025,23:30,5,confirmada,comida,telefono,Cliente 18809
17/04/2026,17:30,2,confirmada,comida,telefono,Cliente 18810
21/11/2025,22:45,7,completada,comida,web,Cliente 18811
06/06/2025,15:15,6,no_show,cena,walkin,Cliente 18812
23/10/2025,23:00,8,completada,comida,telefono,Cliente 18813
04/06/2025,15:30,3,no_show,cena,web,Cliente 18814
30/03/2026,14:30,6,no_show,cena,telefono,Cliente 18815
19/10/2025,17:30,7,completada,cena,walkin,Cliente 18816
10/02/2026,15:15,7,cancelada,cena,telefono,Cliente 18817
08/06/2026,23:15,8,completada,comida,telefono,Cliente 18818
11/08/2025,20:00,2,cancelada,cena,app,Cliente 18819
16/06/2026,22:45,7,cancelada,cena,telefono,Cliente 18820
18/02/2025,21:45,4,cancelada,comida,web,Cliente 18821
11/06/2025,21:30,2,cancelada,cena,web,Cliente 18822
06/07/2025,22:15,5,confirmada,comida,walkin,Cliente 18823
19/07/2025,19:00,6,cancelada,cena,walkin,Cliente 18824
18/03/2025,23:00,2,no_show,comida,walkin,Cliente 18825
09/03/2026,13:15,3,confirmada,cena,web,Cliente 18826
27/04/2025,18:45,7,cancelada,comida,app,Cliente 18827
28/01/2026,18:45,1,cancelada,comida,walkin,Cliente 18828
21/12/2025,20:30,1,no_show,comida,web,Cliente 18829
21/12/2025,23:30,3,cancelada,cena,walkin,Cliente 18830
13/05/2026,14:45,8,confirmada,comida,web,Cliente 18831
23/04/2025,21:00,2,confirmada,cena,telefono,Cliente 18832
06/11/2025,17:15,1,cancelada,comida,walkin,Cliente 18833
28/04/2026,21:00,8,no_show,comida,web,Cliente 18834
06/03/2025,17:00,6,no_show,comida,app,Cliente 18835
15/02/2025,22:30,8,cancelada,cena,web,Cliente 18836
09/10/2025,19:45,2,completada,cena,walkin,Cliente 18837
02/04/2026,21:45,2,completada,comida,app,Cliente 18838
06/06/2026,21:00,6,cancelada,cena,walkin,Cliente 18839
24/02/2025,13:45,3,cancelada,cena,web,Cliente 18840
16/08/2025,13:30,4,confirmada,cena,app,Cliente 18841
25/02/2026,19:45,6,cancelada,comida,web,Cliente 18842
25/05/2026,20:15,8,confirmada,comida,app,Cliente 18843
23/12/2025,13:15,8,no_show,comida,web,Cliente 18844
05/11/2025,14:00,8,no_show,cena,telefono,Cliente 18845
25/01/2026,21:15,8,no_show,cena,web,Cliente 18846
20/03/2025,19:00,8,no_show,comida,telefono,Cliente 18847
10/06/2025,14:00,5,completada,comida,telefono,Cliente 18848
21/08/2025,18:00,1,no_show,cena,web,Cliente 18849
01/03/2025,19:30,7,completada,cena,web,Cliente 18850
01/02/2025,21:30,3,no_show,cena,app,Cliente 18851
14/03/2025,16:30,8,completada,comida,walkin,Cliente 18852
16/12/2025,17:00,4,cancelada,cena,walkin,Cliente 18853
12/06/2025,21:30,7,no_show,comida,web,Cliente 18854
17/03/2025,21:30,1,confirmada,cena,web,Cliente 18855
22/03/2025,14:30,3,cancelada,cena,web,Cliente 18856
03/04/2025,21:15,8,no_show,cena,walkin,Cliente 18857
22/12/2025,22:15,6,confirmada,cena,web,Cliente 18858
18/05/2026,15:00,7,no_show,cena,walkin,Cliente 18859
10/07/2025,19:45,8,no_show,comida,web,Cliente 18860
29/08/2025,16:30,6,cancelada,comida,web,Cliente 18861
11/10/2025,19:30,4,cancelada,comida,walkin,Cliente 18862
25/02/2025,23:00,8,completada,comida,telefono,Cliente 18863
30/10/2025,23:15,8,completada,cena,web,Cliente 18864
08/04/2025,15:00,4,confirmada,cena,app,Cliente 18865
23/05/2026,16:30,1,completada,comida,web,Cliente 18866
05/06/2026,16:45,5,confirmada,cena,web,Cliente 18867
06/11/2025,22:30,4,completada,comida,app,Cliente 18868
03/01/2026,18:30,3,no_show,cena,walkin,Cliente 18869
21/12/2025,17:00,4,confirmada,comida,telefono,Cliente 18870
12/01/2025,13:00,5,confirmada,comida,web,Cliente 18871
22/06/2026,19:00,8,no_show,comida,walkin,Cliente 18872
25/03/2025,18:15,8,cancelada,cena,telefono,Cliente 18873
07/01/2026,20:00,1,completada,comida,walkin,Cliente 18874
13/11/2025,22:00,1,no_show,cena,telefono,Cliente 18875
15/04/2025,16:15,3,confirmada,comida,telefono,Cliente 18876
18/06/2025,23:45,5,no_show,comida,web,Cliente 18877
20/03/2026,16:15,1,confirmada,cena,walkin,Cliente 18878
24/01/2026,19:45,7,confirmada,comida,walkin,Cliente 18879
25/09/2025,18:00,2,completada,comida,app,Cliente 18880
10/10/2025,16:00,8,confirmada,comida,web,Cliente 18881
08/04/2026,23:15,1,completada,cena,web,Cliente 18882
26/07/2025,18:30,1,confirmada,cena,walkin,Cliente 18883
04/07/2025,14:00,5,no_show,cena,walkin,Cliente 18884
22/10/2025,19:30,2,confirmada,cena,web,Cliente 18885
07/01/2026,14:30,8,cancelada,cena,telefono,Cliente 18886
11/04/2026,20:45,5,confirmada,cena,telefono,Cliente 18887
30/12/2025,23:00,6,confirmada,cena,walkin,Cliente 18888
03/07/2025,22:30,2,completada,cena,telefono,Cliente 18889
21/05/2025,20:15,5,cancelada,cena,walkin,Cliente 18890
26/02/2026,14:00,4,no_show,cena,walkin,Cliente 18891
04/12/2025,15:30,4,completada,cena,telefono,Cliente 18892
25/03/2025,15:00,1,cancelada,cena,web,Cliente 18893
15/04/2025,19:45,4,cancelada,cena,web,Cliente 18894
12/01/2026,19:45,7,completada,cena,web,Cliente 18895
01/04/2025,21:15,8,cancelada,comida,web,Cliente 18896
30/05/2025,14:15,8,completada,comida,walkin,Cliente 18897
10/04/2025,19:45,4,confirmada,comida,walkin,Cliente 18898
01/01/2026,16:00,4,cancelada,cena,app,Cliente 18899
31/08/2025,15:15,3,confirmada,comida,app,Cliente 18900
30/03/2026,13:45,7,completada,cena,walkin,Cliente 18901
01/12/2025,13:30,1,confirmada,comida,web,Cliente 18902
12/02/2025,21:45,2,confirmada,cena,web,Cliente 18903
29/01/2026,23:45,2,completada,comida,app,Cliente 18904
29/03/2025,16:30,6,confirmada,comida,app,Cliente 18905
28/03/2025,17:45,4,cancelada,cena,web,Cliente 18906
07/04/2026,23:00,7,cancelada,cena,telefono,Cliente 18907
22/04/2026,21:15,1,confirmada,comida,telefono,Cliente 18908
11/05/2026,17:45,3,cancelada,comida,web,Cliente 18909
24/09/2025,14:00,5,completada,cena,walkin,Cliente 18910
02/02/2025,22:00,8,completada,comida,web,Cliente 18911
19/03/2026,22:00,1,completada,comida,web,Cliente 18912
20/01/2026,14:45,6,no_show,cena,web,Cliente 18913
31/01/2025,18:15,3,confirmada,cena,walkin,Cliente 18914
09/04/2026,22:00,2,completada,comida,app,Cliente 18915
06/10/2025,15:30,3,no_show,comida,walkin,Cliente 18916
26/07/2025,23:30,1,confirmada,cena,telefono,Cliente 18917
05/09/2025,22:30,6,no_show,comida,telefono,Cliente 18918
15/11/2025,21:00,7,completada,cena,walkin,Cliente 18919
03/03/2026,22:45,6,no_show,comida,walkin,Cliente 18920
05/01/2025,20:15,7,confirmada,cena,telefono,Cliente 18921
10/02/2026,23:15,4,completada,comida,web,Cliente 18922
13/06/2025,14:30,6,no_show,comida,walkin,Cliente 18923
09/06/2026,15:45,1,confirmada,cena,walkin,Cliente 18924
10/08/2025,20:00,1,completada,cena,app,Cliente 18925
04/03/2026,13:45,3,cancelada,cena,walkin,Cliente 18926
10/07/2025,19:45,8,no_show,cena,walkin,Cliente 18927
28/06/2025,21:15,2,cancelada,comida,web,Cliente 18928
09/01/2025,14:15,7,cancelada,comida,app,Cliente 18929
02/11/2025,21:45,3,cancelada,cena,telefono,Cliente 18930
19/04/2025,19:15,5,no_show,cena,app,Cliente 18931
19/11/2025,16:30,3,confirmada,comida,app,Cliente 18932
30/09/2025,18:45,5,cancelada,cena,app,Cliente 18933
21/04/2026,22:45,5,cancelada,cena,walkin,Cliente 18934
12/02/2025,19:30,1,no_show,cena,web,Cliente 18935
14/02/2026,21:45,1,cancelada,cena,app,Cliente 18936
24/06/2026,23:45,7,no_show,comida,walkin,Cliente 18937
17/01/2025,20:00,3,confirmada,comida,app,Cliente 18938
30/06/2026,21:15,7,no_show,comida,web,Cliente 18939
27/01/2025,14:00,4,no_show,cena,web,Cliente 18940
03/11/2025,22:15,8,completada,cena,walkin,Cliente 18941
14/02/2025,23:45,4,confirmada,comida,telefono,Cliente 18942
10/12/2025,20:15,4,cancelada,cena,telefono,Cliente 18943
26/08/2025,22:30,8,completada,cena,app,Cliente 18944
12/04/2026,14:45,1,cancelada,cena,walkin,Cliente 18945
09/05/2025,16:15,2,completada,comida,walkin,Cliente 18946
03/04/2026,20:45,4,no_show,cena,walkin,Cliente 18947
25/01/2025,17:15,1,completada,comida,web,Cliente 18948
25/03/2026,22:45,4,no_show,comida,telefono,Cliente 18949
01/06/2026,18:00,7,cancelada,cena,app,Cliente 18950
01/02/2025,15:00,2,completada,cena,walkin,Cliente 18951
12/01/2025,20:30,2,no_show,comida,app,Cliente 18952
06/11/2025,21:00,1,cancelada,cena,app,Cliente 18953
16/03/2025,21:30,3,no_show,comida,walkin,Cliente 18954
16/03/2026,16:00,1,no_show,cena,app,Cliente 18955
21/04/2026,15:15,7,no_show,cena,web,Cliente 18956
25/10/2025,23:45,4,cancelada,cena,web,Cliente 18957
10/01/2026,15:45,8,cancelada,comida,app,Cliente 18958
23/05/2025,18:15,1,cancelada,cena,telefono,Cliente 18959
25/06/2026,19:30,2,confirmada,cena,web,Cliente 18960
25/08/2025,17:45,2,confirmada,cena,telefono,Cliente 18961
01/05/2025,21:00,1,no_show,comida,telefono,Cliente 18962
02/01/2026,14:15,8,no_show,comida,web,Cliente 18963
18/09/2025,20:00,4,completada,cena,app,Cliente 18964
14/07/2025,18:15,7,no_show,comida,telefono,Cliente 18965
04/12/2025,23:45,4,no_show,comida,web,Cliente 18966
18/03/2026,23:00,4,completada,cena,web,Cliente 18967
04/01/2025,20:00,6,completada,comida,walkin,Cliente 18968
23/10/2025,14:00,7,completada,comida,app,Cliente 18969
12/07/2025,18:15,4,completada,comida,web,Cliente 18970
20/05/2026,13:15,1,cancelada,comida,walkin,Cliente 18971
04/03/2026,21:00,4,cancelada,comida,walkin,Cliente 18972
04/07/2025,17:30,8,no_show,comida,walkin,Cliente 18973
17/03/2025,23:00,1,confirmada,cena,web,Cliente 18974
15/02/2026,20:45,8,cancelada,cena,walkin,Cliente 18975
25/02/2026,17:30,5,no_show,cena,app,Cliente 18976
23/03/2026,23:15,7,cancelada,comida,walkin,Cliente 18977
05/02/2026,15:45,2,no_show,cena,web,Cliente 18978
20/08/2025,14:30,7,cancelada,cena,walkin,Cliente 18979
03/08/2025,15:45,3,no_show,comida,app,Cliente 18980
25/03/2026,15:45,1,confirmada,comida,web,Cliente 18981
17/11/2025,14:30,1,confirmada,cena,walkin,Cliente 18982
18/04/2026,13:45,6,completada,cena,app,Cliente 18983
06/03/2025,13:00,4,completada,comida,web,Cliente 18984
28/01/2026,20:30,1,confirmada,cena,telefono,Cliente 18985
15/01/2026,15:00,2,confirmada,comida,telefono,Cliente 18986
25/01/2026,15:15,8,cancelada,cena,telefono,Cliente 18987
04/03/2026,18:45,6,confirmada,comida,web,Cliente 18988
17/07/2025,22:00,5,no_show,comida,app,Cliente 18989
03/02/2025,21:00,7,confirmada,cena,app,Cliente 18990
09/05/2025,17:15,5,confirmada,cena,walkin,Cliente 18991
21/08/2025,20:00,3,confirmada,comida,walkin,Cliente 18992
21/12/2025,23:30,3,cancelada,cena,telefono,Cliente 18993
12/10/2025,22:15,7,no_show,comida,walkin,Cliente 18994
22/06/2026,15:30,7,completada,cena,web,Cliente 18995
23/07/2025,21:30,4,cancelada,cena,telefono,Cliente 18996
02/10/2025,18:45,8,completada,cena,app,Cliente 18997
29/10/2025,19:45,4,completada,comida,walkin,Cliente 18998
07/04/2026,18:45,3,cancelada,cena,walkin,Cliente 18999
01/09/2025,21:00,8,confirmada,comida,app,Cliente 19000
03/12/2025,21:30,8,confirmada,comida,web,Cliente 19001
01/09/2025,17:30,7,confirmada,cena,walkin,Cliente 19002
12/01/2025,17:00,8,cancelada,comida,telefono,Cliente 19003
22/04/2026,20:00,6,no_show,cena,web,Cliente 19004
23/09/2025,22:15,6,confirmada,cena,web,Cliente 19005
23/04/2026,18:30,2,completada,cena,web,Cliente 19006
09/05/2026,20:45,1,confirmada,cena,telefono,Cliente 19007
15/03/2026,22:00,2,no_show,cena,telefono,Cliente 19008
04/11/2025,14:30,8,confirmada,cena,walkin,Cliente 19009
24/03/2026,19:15,2,cancelada,cena,walkin,Cliente 19010
03/09/2025,22:15,7,confirmada,cena,web,Cliente 19011
21/05/2026,23:15,1,completada,comida,walkin,Cliente 19012
05/06/2026,23:30,6,cancelada,comida,walkin,Cliente 19013
02/06/2025,14:00,6,completada,comida,app,Cliente 19014
07/10/2025,16:15,1,completada,cena,telefono,Cliente 19015
17/09/2025,15:00,4,cancelada,comida,app,Cliente 19016
06/07/2025,15:45,2,completada,cena,app,Cliente 19017
